,airbnb_property_id,latitude,longitude,address,review_date,review_text,id,member_since,first_name,country,state,city,description
20,2182254,33.9341108607,-118.263138729,"Los Angeles, CA, United States",2015-09-01,"Bertrand is the most attentive and helpful person, I can't imagine better host. 
Bertrand and Tony met me at 2 am, help me out with my baggage, gave me a ride to a grocery store, when I have no car, so Bertrand and his family made my stay comfortable and pleasant. 
The apartment is perfectly clean and homelike, photos describe it well. The place also has well-groomed backyard with flowers and orange and lemon trees and friendly small puppy :)
Highly recommend!",31262156,2015-04-01,Polina, Russia,,Saint Petersburg,
21,2182254,33.9341108607,-118.263138729,"Los Angeles, CA, United States",2015-08-01,"The apartment was very nice, clean and comfortable. There is everything you might need during a longer stay. For most days the ceiling fans were enough to cool off after a day at the beach.  The host is very helpful and friendly.",17427587,2014-06-01,Alex, Canada,,Calgary,"Hi, I am a computer programmer from Calgary, Canada who came to LA for work. It would be great to stay at your place for a while. Thank you. Alex."
22,2182254,33.9341108607,-118.263138729,"Los Angeles, CA, United States",2015-08-01,"Nous avons été très bien accueilli par notre hôte. Sympathique, chaleureux et discret, il a su rapidement nous mettre à l'aise. Nous nous sommes vraiment senti comme à la maison. ""Just like home"". Bertrand répond rapidement aux emails et au téléphone et est de bon conseils. (Visite de la ville,commerces etc etc...). L'appartement est comme sur les photos. Il est très propre et dispose de placards pour ranger ses affaires et de tous les éléments nécessaires. Il se situe dans un quartier relativement calme avec pas mal de commerces aux abords. Si un jour nous devions revenir à Los Angeles, nous le choisirons sans aucunes hésitations. Je recommande vraiment cet hôte aux futurs  locataires. ",32497371,2015-05-01,Kais, France,,Valence,"j'aime les voyages, aider les gens et par dessus tout mes enfants."
23,2182254,33.9341108607,-118.263138729,"Los Angeles, CA, United States",2015-08-01,"The apartment listing was extremely accurate with the pictures. The apartment was very spacious, warm and inviting. My children and I were comfortable and truly enjoyed our stay.   Additionally, Bertrand was an excellent host.  He met us on our arrival and made us feel very at home.   I would definitely stay here again.  

Thanks!",40347928,2015-08-01,Khalid, United States, California,Oakland,
24,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-08-01,"Bertrand was a great host, he provide me with direction help and made sure my stay was comfortable. It really did feel like I was home. The room is really nice just like what you see in the pictures ! I would defiantly recommend this place.",9788666,2013-11-01,Trillin, United States, California,Los Angeles,
25,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-09-01,I was on a last minute business trip to Los Angeles and I was fortunate to stay at Bertrand's house. Him and his family were very accommodating. The house was beautifully decorated and the room itself was very comfortable. I would stay here again without a doubt when I am in the area.,20573722,2014-08-01,Taylor, United States, California,San Diego,
26,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2016-05-01,"For USMLE test. They have desk and comfortable chair for studying. Of course quiet enough to study.
The room and bathroom is clean just as in the picture. BJ is nice and little kid and doggy as well. Recommend to stay.",47105135,2015-10-01,Minsoo, South Korea,,Seoul,
27,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2016-04-01,Bertrand is a super nice host who makes you feel very welcome. The room has everything you need to feel just like you're at your own home.,62145931,2016-03-01,Armaan And Asma, United States, Texas,Dallas,
28,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2016-04-01,"Bertrand and his family were wonderful and extremely inviting. He was there to greet us and available to assist when we needed anything. The room was just as described and sunny. The microwave and fridge came in handy as we were out and about most of the day and were able to purchase some foods to eat in the room.

We were in town for a convention downtown and it was easy to get back and forth from his location by car and the location was very conveniently located to the airport. It was a lovely, quiet stay. Would definitely recommend.",1152220,2011-09-01,Iman, United States, Florida,Jacksonville,"English Instructor, writer and editor. Enjoy traveling, learning new things, and meeting new people."
29,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2016-03-01,"My husband and I  had a wonderful stay with Bertrand in Los Angeles! Staying at his place was one of the best AirBnB experiences ever. He made us feel at home. Our room and bathroom were very cozy and clean. The neighbourhood was quiet, but still close to downtown LA.  Would definitely come back and stay at his place in the future. We highly recommend him to anyone looking for a comfy, relaxed stay in LA. ",5273387,2013-03-01,Kristine, United States, California,San Bruno,
30,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2016-03-01,"Bertrand's home is very comfortable, quiet, and safe. I really enjoy living there. However, I have a concern about the safety of the community around. ",21194570,2014-09-01,Hequn Hawking, United States, Texas,Austin,"I am a financial analyst who loves traveling, skiing, swimming and photography. I would like to share my stories with avid travelers like you and welcome you to my home, your home away from home!"
31,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2016-03-01,"My girlfriend and I had a beautiful time at Bertrand's place. He was very helpful, welcoming and friendly. Communication and check in went very easley. The place was remarkably clean and nice. We loved to play with his dog Flash. :) our stay was nothing short of perfect! 
Thank you Bertrand!",62416910,2016-03-01,Matthias, Germany,,Aachen,"I like to travel the world to see places, but sometimes the best part is just getting to know the people and cultures. Bonding with new people comes quite easy. But sometimes I just like to spend some time alone as well. Professionally, I am a researcher at an institute for solid state physics. If you need to know anything else about me, feel free to ask!"
32,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2016-03-01,The listing is just as described. The room was very private and queit. Betrand is so sweet and welcoming and made me feel at home. I would recommend anyone to stay here and would also stay again!,57166849,2016-02-01,Elle, United States, Maryland,Glenn Dale,
33,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2016-03-01,The neighborhood was a little sketchy but the home was beautiful and gated for extra security.,61882108,2016-03-01,Roza, United States, Texas,Houston,
34,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2016-03-01,"Good room for working and studying as there is a nice desk and chair! The room is very well setup with a closet, dresser, coffee maker, and mini fridge. The room, bathroom and kitchen were very clean. Bertrand was very accommodating!

I did not find bus transport to the area convenient, so instead had to get cabs (über seemed to often have surge pricing).",11537682,2014-01-01,Joseph, Canada,,Toronto,"I'm an Engineer who's outdoorsy, ambitious, and a bit of a minimalist. And I love to travel! In the summers when we typically have international work exchange students coming from abroad, I like to volunteer/help organize trips for them to go on (sometimes I join as well - it's always fun!). I've also lived and worked in England & Norway and am grateful to have a ton of amazing friends scattered all over the world (and to travel with!). I've made so many international friends along the way and I"
35,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2016-03-01,"I'd like to say that the title of this listing really does justice to what it claims: it feels like home. I had a great experience staying at Bertrand's. The room and house are exactly as pictured. The room was neat when I arrived with everything described (microwave, fridge, etc). The bathroom was clean and so was the rest of the house. Their son is a sweet boy and I couldn't even tell that there was a 9-year old at the house. When I arrived, I was welcomed by Bertrand and he showed me everything right away, explained the rules and made me feel at home. As far as location, I can't say much as I had a car. Overall, great stay. Would definitely stay again if needed!",49787336,2015-11-01,Isadora, United States, District of Columbia,Washington,
36,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2016-02-01,"Bertrand is a warm-hearted host! He welcomed me by carrying my two pieces of heavy luggage into the room and even loaded them onto the taxi when I checked out.  The whole house is super clean. All the amenities are appropriately prepared and user friendly. In addition, a personal microwave and refrigerator are in the room, made life earlier with respect of guest's privacy. The house location is close to the public transportation, it takes just a few minutes walking to catch Metro subway Green line and buses, toward the directions of downtown Los Angeles and other sightseen spots. It's a price worthy place to stay. Thanks Bertrand and all the best wishes to you and your family! :=))",44052359,2015-09-01,Lily, United States, New York,New York,"I'm a US citizen. I have taught at the City University of New York before visiting Japan. Currently my daughter is teaching English in 千葉, Tokyo｡She is a native English speaker. We have been traveling in Japan for 4 times before she made decision to teach in Japan. We both love Japanese culture. I ‘m visiting Tokyo and planning to stay for a few more months. I have learned Japanesesome years ago, it's the best chance for the learning since I'm in Japan. I hope to meet you and have a conversation"
37,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2016-02-01,Bertrand was very welcoming! The room was very clean and had many extras (microwave and mini-fridge). Bertrand always answered all of my questions and was accommodating to my needs. I would stay at his place again! ,53054429,2016-01-01,Scott, United States, New York,New York,
38,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2016-01-01,"Bertand was punctual and professional, yet low keyed.
The room is cozy and clean as well as the shared bathroom. 
The area was okay and conveniently located near freeways and shopping.  I was happy to find Just Like Home, at moments notice.",55342758,2016-01-01,Virginia, United States, California,Pinole,
39,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2016-01-01,"This was a very accurate picture and description of the room. The room and bathroom were exceptionally clean, which was important to me.  Bertrand was very nice and accommodating. I am not sure I would have felt comfortable in that area coming and going by foot in the dark as a single female, as in some other areas of the city. All in all a good stay.",39451181,2015-07-01,Lorry, United States, California,Los Angeles,"Hi...my name is Lorry. I feel I am quiet yet personable pleasant and kind. I'm appreciative of people opening up their home and I feel very respectful of people's space and belongings, as I would expect the same in my own home! I like a little cooking, various foods, movies, the arts and nature. Love to ponder the mystery of the universe."
40,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2016-01-01,"We really liked our room, it was very clean and comfortable, we had everything that we need. Bertrand is friendly, helpful, communicative host. Highly recommended, especially if you want to have a flat close to the airport. Thanks a lot again",8928912,2013-09-01,Tivadar, Hungary,,Budapest,
41,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-12-01,"Bertrand and his family were nice and friendly. The room was cozy and clean and had everything you would need. The area was okay, but the property felt safe because it was gated. I would recommend staying here.",25909473,2015-01-01,Akilah, United States, California,Santa Monica,
42,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-11-01,The room was as  described very nice. The host was very helpful with directions which made it a great stay. I definitly recommend this room.,45073410,2015-09-01,Torben, Germany,,Hambühren,"Hi, I`m Torben from Germany. I´m an Airline Pilot which is one reason why I love travelling. My special interest is to get to know people with diffrent culture and to visit diffrent countries."
43,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-10-01,"I felt very welcome in the place, the bedroom is really comfortable and the host very friendly, I recommend to everyone ;)",23875246,2014-11-01,Jimmy, Belgium,,Charleroi,
44,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-10-01,Room is as the pictures indicate.  Very welcoming and helpful host.,45253789,2015-09-01,Lisa, United States,,California,"Hello! My name is Lisa. I enjoy going to the movies and interesting conversations. As a guest in your home, I may be quiet but will always be friendly, considerate and respectful."
45,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-09-01,We enjoyed our stay! Thank you so much,20112493,2014-08-01,Tiago, Portugal,,Lisbon,
46,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-08-01,Bertrand and his family were very accommodating. The house is lovely and very clean. There is no air conditioning but with the windows open that's barely noticeable.,38712668,2015-07-01,Michael, United States, Oklahoma,Oklahoma City,
47,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-08-01,"I have experienced a wonderful tour in LA and the host is great!!!even I messed up the restrooms once and always return late which I feel so sorry and appreciate their patients , the house is near the metro station which it's very convenient!!!  Thanks again for the helpful and patients host!",10753594,2013-12-01,周(Zhou), China,,Shenzhen,Love adventures and very easy going happy making friends with all kind of people !
48,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-08-01,"Bertrand and Tony are great guests: very respectful and caring, they always made sure that I felt comfortable during my stay, and also provided helpful informations about moving around, since I didn't have a car.
I can just back up all the previous reviews, in confirming how sociable and kind they are. Also, their dog Flash is super-cute and very well-educated :)
The room was clean and quiet, and had all I needed for my stay; the house was pretty well connected with whatever place I planned to go. Just the transportation times sometimes were a bit long, but that's definitely not my guests' responsibility.
The overall experience was great; I warmly recommend the place, and the guests.",7387090,2013-07-01,Stefano, Italy,,Rome,"I'm an Italian designer, with an interest for sustainable development and a passion for cinema"
49,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-08-01,It's a nice room near green line Avalon Station.,17619322,2014-07-01,Yang, China,,Shaoxing,
50,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-07-01,This is the second time I've booked this room. It's really worth the money. I highly recommend you book it. You won't be disappointed.,38207384,2015-07-01,Wei, China,,Zhejiang,University student in China / English major / Interested in multi-culture communication Travel around the world alone during every vacation Love singing / Love American music / Guitar player / Justin Timberlake fan Love basketball
51,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-07-01,"Definitely one of my best home stay experience! Bertrand is a gentle and considerate man. The room is exactly like the way photos show. It's clean and cozy. And the detached private bathroom gave me enough personal space. I really love this room. Thank you, Bertrand!",38207384,2015-07-01,Wei, China,,Zhejiang,University student in China / English major / Interested in multi-culture communication Travel around the world alone during every vacation Love singing / Love American music / Guitar player / Justin Timberlake fan Love basketball
52,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-07-01,"Betrand and Tony are both very friendly and thoughtful hosts. 
The room looks exactly like the picture. It's very clean and includes a fridge, desk and microwave. (The fridge cools quietly, so you can let in on). You got your Bathroom right by your room, so you don't have to cross the whole flat.
What I mostly appriciated the most is that as soon as I went to bed the Volume of TV and discussions was immediatly down and I could have a good night sleep. They both gave me rides to grocery stores, cause I had no car. I recommend everybody to rent a car as it simplyfies transportation manyfold.
I recommend you to check out their home as they will assure your stay will be as comfortable as possible.
Thank

- Cyril",33003157,2015-05-01,Cyril, Switzerland,,Lucerne,
53,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-06-01,"I had a great stay for 4 nights. Bertrand was very nice and friendly. Because my English was not fluent, he will speak slowly and clearly if I can't understand what he is talking about. The room was comfortable, cozy and also as described. It took 10~15 minutes to walk to the metro station. On my last day, Bertrand even gave me a ride to the metro station on his way. I really appreciate it.",32264676,2015-04-01,Wade, Taiwan,,Taipei,
54,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-05-01,"I had a wonderful stay at Tony and Bertrand's home. I stayed in their home for a couple of nights. They are both very friendly, accommodating and easy to interact with if you have any questions. The house was clean and in a great location as well. They are a very nice family, I would definitely stay there again.",27430714,2015-02-01,Gerard, United States, Connecticut,Stamford,"I have my MA in Film and Television Production and am an aspiring filmmaker. I'm a realist, daydreamer, easy going, down to earth, ambitious, love to have a good time and enjoy fitness based activities. I'm very clean, respectful, don't smoke or make a lot of noise either."
55,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-04-01,"I stayed in this apartment for 2 nights. Bertrand was very friendly and everything in the house was cosy and clean. Location is great: markets, shops and restaurants are just in two steps. Thank you for everything ",28218549,2015-02-01,Даниил, Russia,,Saint Petersburg,
56,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2015-02-01,Bertrand was a wonderful host. He provided everything needed to have a comfortable stay. The room was great!,16643113,2014-06-01,Jeff, United States, California,Los Angeles,
57,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2014-11-01,I had a great stay. The location was a 10 minute drive into downtown LA. Tony was welcoming and attentive. ,5972976,2013-04-01,Teishan, United States, California,Long Beach,"I travel a lot for work and fun. I'm an academic researcher and adjunct professor of history. After living in California for 5 years, I'm still in love with the beach! My housing needs are pretty simple. If I am using Airbnb, it probably means that I am traveling for research or a conference. The living space I rent will be used for sleep and work. I'm friendly and warm by nature and I enjoy meeting new people."
58,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2014-11-01,"Thank you Tony for your hosting and your availability during our staying in your home. You treated us like only a brother can do.  You also made a lot of gifts to our little newborn. Thank you for this two weeks together, they will remain forever in our hearts. Best wishes to you and to your beautifull family. A hugs 
Renzo and Nico",21446078,2014-09-01,Renzo, Italy,,Bologna,
59,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2014-10-01,"Bertrand was an incredible host, so welcoming, accommodating, and friendly. Very pleasant to interact with. The room was exactly as described, very big & clean. Could be a bit loud outside with the windows open but otherwise everything was great. Really enjoyed my stay, easy street parking, central location, and great host! ",19987374,2014-08-01,Molly, United States, California,Los Angeles,Young professional working in finance. Home is NY but enjoying life in California.
60,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2014-09-01,"I had a great time in LA. Bertrand and Tony are very welcoming hosts and their house is nice. Their son and puppy dog are sweet and polite.  The room is as portrayed and both, room and bathroom, are very clean. The surrounding area may seem a  little omnius, but for me, an unaccompanied female, there was no problem at all. A Metro station is nearby, so I could go around LA even without a car. 
So, thanks for making my first stay such a great experience.",17509377,2014-07-01,Anne, Germany,,Frankfurt,"I've worked the last four years as a paediatric nurse at a big university medical center, but now it's time to travel the world. I'm starting in Los Angeles and want to travel the West Coast and Hawaii for the first three months. After that I'm spending a year (work'n'travel) in New Zealand. Hopefully there will also be some time to explore Southeast Asia."
61,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2014-08-01,"Upsides - Host was very professional.  Room is exactly as portrayed.  Continental breakfast a nice feature.  Very clean and occupants all very quiet and accommodating.   Both son and pet chihuahua cute and friendly.    

Downsides - surrounding area a  little sketchy but I chose this place for its centralized location.   Can be a little noisy with the windows open.  

Overall - my first time trying AirBnB was about what I expected and a good experience.  Will consider this property again!   ",19000216,2014-07-01,Kevin, United States, Nevada,Las Vegas,
62,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2014-07-01,"The house was very nice and easy to get to from major freeways! Bertrand is very nice and accommodating. We were in and out quite a bit for events at the Stubhub Center, but all the time we had at the house was excellent. Definitely would stay again when visiting the LA area. ",17871248,2014-07-01,Lauren,US,,US,
63,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2014-07-01,Bertrand and tony were very nice. They have a great flat. The room was exactly like on the picture and very clean. But the area South LA is not for Tourists.,6667548,2013-05-01,Tobias, Austria,,Gumpoldskirchen,"My name is Tobi, I like to travel and meet new people. I am easy and uncomplicated. I am a little artist, I like soccer, I want to learn freestyle. Make photos and videos. When you have a question please asks me."
64,1971681,33.9336025595,-118.263195569,"Los Angeles, CA, United States",2014-02-01,What an amazing host! I had a great time staying here! The neighborhood is quiet and Bertrand is very accommodating.  Thanks guys!!,8997427,2013-09-01,Hoang, United States, Texas,Houston,"Greetings! I am a recent medical school graduate, awaiting residency."
65,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-11-01,The room was exactly as shown in the pictures. Bertrand was very welcoming and I enjoyed my stay there. Definitely recommended!,40489361,2015-08-01,Kaan, Netherlands,,The Hague,
66,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2016-05-01,"It was fantastic to stay in this beautiful room.
Really, it's like home. ",51611743,2015-12-01,Dhafer, Canada,,Nanaimo,
67,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2016-05-01,Bertrand is so nice and helpful. The room is very nice and clean. The bed is comfortable. The room is right next to the restroom and laundry. I had a great stay.,46814558,2015-10-01,Deonna, United States, California,Los Angeles,
68,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2016-05-01,"Bertrand est quelqu'un de très gentil qui m'a tout de suite m'y à l'aise. Très plaisant de tomber sur un français pour mes premiers jours à LA. De plus les lieux correspondaient exactement à ce qui été décrit, très confortable et très propre. Juste dommage qu'il n'y ait pas grand chose à faire dans le quartier, mais le bus est au bout de la rue et un métro pas très loin non plus.",68240262,2016-04-01,Maud, France,,Ventabren,
69,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2016-04-01,"I stayed with my girlfriend at Bertrand's place and it was not like the photos, it was even BETTER! Everything was clean, the furniture is great and he is definitely one fun and unique character. Highly recommend it for a few days to stay.",54327151,2016-01-01,Giuliano, Austria,,Feldkirch,"I'm Giuliano aka Sunny, always traveling but for the first time with Airbnb. I'll be traveling alongside the West Coast with my 4 year long partner Nadja. We are a loving couple and the perfect amount of opposite which makes it fun to be together or apart. We are very open (minded), tolerant, respectful and clean. If you offer us the temporary opportunity to stay in your house, condo, apartment etc. we will provide spiritual nourishment (such as positive encouragement, great conversations etc), "
